uidx,obs_id,exchange_idx,student_text,teacher_text,follow_up_unfiltered_zscore,follow_up_unfiltered_majority,follow_up_filtered_zscore,follow_up_filtered_majority
2461_119,2461,2461_119,"Making it closer, switching it.","Look at the numbers I was using.  Why didn’t I use the 5 there? Imagine if I had done this.  It would have been 1,110, right?  If I had done this, it would have been 1,040.  If I had done this, it would be 1,022.  Now it’s at 1,004.  What was I doing with the digits?  Why didn’t I use the 5 and the 6?",0.5407778271053568,1.0,-0.1101809558966014,0.0
2461_121,2461,2461_121,Because the tens is higher than the ones.,So if I make the tens bigger—,0.557786531215748,1.0,-0.6483184010077924,0.0
2461_123,2461,2461_123,You need to make the tens smaller to make the hundreds smaller.,"Exactly, because I’m already at 1,000 right here.  If that’s the case, you’re only four away.  [Laughter]  All right, guys.  What did you boys come up with?  What were the cards we were talking about?",0.7476588488348096,1.0,-0.14460442040679808,0.0
2461_131,2461,2461_131,He said to make numbers that combine to make 10.,"So you need the digits to combine 10 to put in the ones place, and he said you shouldn’t do that to the hundreds place. Who can tell me why you should not do that to the hundreds place.",0.9728333741029584,1.0,-0.07334194215011751,0.0
2461_133,2461,2461_133,"If you plus it with a 9, it will go over 1,000, and you will get a lot of points.","Student M, do you want to add to that?  Correct me if I’m wrong, but you’re saying if you have a combination of 10 for the hundreds place, you have numbers in the tens and the ones place and then you’ll be two far from 1,000.  Is that what you’re saying, Student J?",1.4106167397285312,2.0,0.9510546682920503,1.0
2461_143,2461,2461_143,"The tens place, find a number that makes 9.",Why?,1.7760138695284455,2.0,1.3803260941619537,1.0
2461_153,2461,2461_153,"If you have a combination of 9, like 990, you just need 10 more.","So if you do a combination of 9, then you have 990 something, but you still have room here.  So 990 something?  Right now you’re only 10 away from 1,000.  So then now you have – you’re controlling your numbers, however big and however small you want.  Here he said if you can do a combination of 10 for the ones place, then it would be perfect, because now, for example, I have 7 and 3.  Now I have exactly 1,000.  Does that make sense?",0.4890151400434422,1.0,-0.8084601757090565,0.0
2461_159,2461,2461_159,Do we return it to you?,You don’t have to.  I trust you.  I’ll give you another sheet.,-0.909496604203499,0.0,,
2461_161,2461,2461_161,Do we just play one game?,Two games.  That’s so sad.  Thank you boys and girls.  Good job today.,-0.9046755792423685,0.0,,
2461_28,2461,2461_28,What if you get a wild card?  What is a wild card’s number?,"You make it whatever you want, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9. Does that make sense?",0.972302084599029,1.0,0.022328867820655462,0.0
2461_42,2461,2461_42,Can I do it like this?,"You can do whatever you like.  You need a three digit, so you need two more cards.  Think about the ones you have.  You have wild cards.  You had 999, and you said you needed 1. Why did you say 1 so quickly?",1.5872434047370445,2.0,1.0770702316953187,1.0
2461_44,2461,2461_44,"Because 999 plus 1 equals 1,000.",Okay.  So we’re going to put the 1 right here in the ones place.  What are you going to put here?,1.0685572911499543,1.0,0.03280404630839906,0.0
2461_52,2461,2461_52,"Good.  Once I had all eights and all nines.  I got 8, 8, 8, 8, 9, 9, 9, 9.","Did she agree to that, with that?  She’s very kind.  I’ve got it.  How are you guys doing?  You got 1,001?  That’s good. These are the cards that you used?  You did that for yourself? You don’t use the same cards.  Where is the pile that you used already?  Okay.  Sorry.  What did you use? Your score is 99.  You can’t change it.  Next time think about how you’re going to better use your numbers.  Take those six cards out.  You can move them around to do whatever you need to do.  What would you come up with? 1,003.  So can you do it better?  You still have three other digits.  What are you doing?  What is your answer? 1,030.  Can you make it even smaller?  Now what is it?  20. Can you do an even better job?  What should she do differently?  Can you do even better?  Can you do it better?  What is it now?  900.  Can you do even better? Why not?",-0.5695915948003388,0.0,-1.0702591020190135,
2461_56,2461,2461_56,"If I have 93, do I need to try to make it closer to 1,000?","Yes.  How are you guys doing over here?  You have to have three digits at all times.  Look what you have right here.  You have more than 8 cards.  You have 9 cards.  Boys and girls, you’re a little too loud.  I appreciate your excitement. All right.  Can you use this digit right here to help you? What do you want to do?  Can you explain to me what you want to do?",1.1450728866675515,2.0,1.9469370852204517,1.0
2461_58,2461,2461_58,I want to use the wild card.,Can you explain to me what is the wild card?,-0.8773558460130015,0.0,,
2461_7,2461,2461_7,6 becomes the thousandths place.  3 becomes the hundreds place. 5 becomes the ones place.,Mm-hmm.,-0.8129888438995002,0.0,,
2461_80,2461,2461_80,I think this one is the most perfect.,"I’m sorry.  I’m not following you.  So you’re using the hundreds place because you want to find what’s closest to 1,000.  Then if it is not closer to 1,000—",0.3082453533750293,,0.032928473477709164,
2461_9,2461,2461_9,8 into the ones place.,You want to switch it?,1.2358666502524476,2.0,0.5455059504975815,1.0
2461_95,2461,2461_95,"When I get the 1 I put it in the ones place, and when I finish that, I put it one by one like that.","I guess my question to both of you is when you have eight cards in front of you, how do you determine what is best to put in what certain place?",1.7907016457411624,2.0,1.2884340060580206,1.0
2461_99,2461,2461_99,First I do the hundreds.,You start out with the hundreds.,-0.3901913913730326,0.0,0.9343531843023134,
2464_170,2464,2464_170,"They made it how it would add an hour, and then you would have to add another hour to it.","Okay, I’ve got all kinds of conversations going on.  People talking about.  I’m not going to tell you the answer because, um, when it did this last time, they changed the pattern over here, and I’m not going to tell you what tomorrow’s is.  Didn’t they?  Look.",-0.939176651615225,0.0,,
2465_38,2465,2465_38,Can we close the math journal?,"We’re going to use the math journal still, but if you want to take it off your desk and maybe sit it beside you, or put it on your lap, that would be fine, or even slide it into your desk if you want to.  We’ll be using it in a couple minutes.  That’s okay.  Can you help Student C cut?  You start putting these together.  She’ll help you out.  I’d like everyone to be ready in one minute.  30 seconds.  It doesn’t have to be perfect like a puzzle exactly how you cut it.  As long as the eighths are in one place and the fourths are grouped in the other, that would be fine.  You will not need them, but I don’t want you getting up to put them away until we’re done.  Let’s see who’s ready first.",-0.9617130180524415,0.0,,
2466_201,2466,2466_201,"I would’ve done five and one fourth, take away half.",You would’ve done what?,-0.06712668723493136,0.0,1.3666633071248098,
2466_490,2466,2466_490,"Well, it looks like they tried to find all the ways to make, like, 48 divided by 12 equals 4 or 48 over 1 divided by one fourth.","No, no.  For you, I’m asking you.  Does this question make sense to you after everything they did in your group?  So are you sure that each of them would get a fourth of the 48- inch licorice?  And that one fourth is how much?  How much candy is that one fourth in length?",0.9405657204025076,1.0,-0.023778129756164,0.0
246_184,246,246_184,"I took twelve.  And I multiplied – I added – I multiplied 6 by 2, and I got 12.",All right.  Stop.  Where’d you get twelve?,1.469313979772842,2.0,0.9725010151632505,1.0
2474_134,2474,2474_134,"And since you saw him go, it doesn’t matter.  We could just run.","That’s why you’re to pay attention to word problems, right?  If the question was – you guys had a question like this once, and it was pretty tricky.  The question was I have 69 people and I have 4 buses.  How many people can go on?  How many buses – wait, what was it?  Something like that.  But we would need another bus yet, wouldn’t we?",-0.5389083107268734,0.0,-1.1937336386313322,
2474_391,2474,2474_391,"Oh, and he’s got a big smile.","And they have 32 teeth.  There are 83 adults.  Well, I don’t really wanna draw 83 adults, but I know that each one of these adults has 32 teeth.  And if I wanna know how many teeth are in all, am I adding 32 plus 32 plus 32 plus 32? Do you see that?  So instead of adding 32 eighty-three times, what should I do?  32 –",-0.05973388990976338,1.0,-0.815595050538259,0.0
2474_662,2474,2474_662,You’re gonna just do an equation.  I know it.,"No, I don’t want you to do an equation yet.  I want you to think about – if you don’t know this multiplication or division right now, draw yourself a picture.  I don’t want you to write any equations yet.",-0.09441589348183181,1.0,-0.9627213771964227,0.0
2474_678,2474,2474_678,In one month she walked 26 miles.,26 miles.,-0.8875026050333447,0.0,,
2475_180,2475,2475_180,The area is the same and the perimeter is –,It’s different.,-0.9245430819455353,0.0,,
2475_204,2475,2475_204,I did the area and perimeter.,"Very good.  Very good.  Very good.  Student C, could you please read us your word problem?  The rest of you please listen. Listen.  [Foreign language].  Go ahead, Student C.  Read it please.",-0.48190030764558384,0.0,-0.642356100012525,
247_162,247,247_162,Three-thousand-five-hundred-twenty-six yards.,"Okay.  Good job.  Nineteen, four yards or 13 feet.  Student?",0.544265911657206,1.0,-0.6770633496676256,0.0
2488_257,2488,2488_257,Well I lined all the numbers up.,"All right, read it for me.",1.4146283705441693,2.0,0.6717112393404507,1.0
248_83,248,248_83,‘Cause there’s already a zero there?,Okay.  What else?  Student B?,1.043143590030746,2.0,0.43330623380355043,1.0
248_99,248,248_99,Because there’s two numbers behind the decimal?,Okay.  Because there’s two numbers behind the decimal up top so we need two numbers behind it below.  Are you with us? Okay. All right.  Turn to page 425.  Okay?  Here we practice multiplying a decimal by how many digits?  How many digits did all the problems we just solved did we multiply it by?,-0.04438231196422171,1.0,-0.8714753427478779,0.0
2491_214,2491,2491_214,"I know, but there’s 5 going down.","Okay, gotcha.  So going down there’s 5.  So you’re saying that would be like putting 10 cubes and slicing them in half. My question though is: would slicing them in half work? Because look, from here – well, maybe it would.  So you’re saying that measures out to about half a cube.  Okay, good. Good job.  What was your total, by the way?",0.9430580247234991,1.0,0.01491510504117984,0.0
2492_177,2492,2492_177,Now four eighths is equal to one half.,How are you girls doing over here?,-0.8769668853604023,0.0,,
2492_208,2492,2492_208,That’s not how I write my fractions though so.,"All right, are you girls finished?",-0.930269505559688,0.0,,
2492_376,2492,2492_376,"Oh, I have to finish that for homework?","Yes.  Okay, listen.  You’ve got a couple things for homework. I want you to finish this if you didn’t finish it or turn it in.  And then you also have practice book 15.3.  Will you turn these two in for me? Oh, you turn it in?  If you give it to me, you know where I’ll put it, somewhere where –",-0.9383863591172101,0.0,,
2494_338,2494,2494_338,Divide your denominator into your numerator.,Can 9 go into 83?,0.8158219488291,1.0,-0.18109463222186303,0.0
24_388,24,24_388,"Um, 6, or 6 times 0.","Well, you have 30 times 10, and then what’s your next one going to be?  30 times –?",0.40042435931148795,1.0,-0.7482271524193158,0.0
2511_393,2511,2511_393,"We could divide by, like if we put a cup on his desk and another cup on his desk and stuff like that.","We could.  But listen to your question, Student A.  Do you think any of the estimates up here are too high or too low?",1.6233659095581594,2.0,1.0100027517549823,1.0
2511_450,2511,2511_450,I think something with a – I think the number – I did a one digit and a zero.,"Yes, what digit would it be?",1.157555389506056,2.0,0.5989937738248934,1.0
2511_88,2511,2511_88,Estimate is – isn’t what we’re talking about right now rounding?,Yeah.,-0.9454508747653468,0.0,,
2512_239,2512,2512_239,I was going to stop later.,"Student R, Student S.  Huh?  Let’s go.  Come on. Nice job Student K.",-0.8664407255228013,0.0,,
2512_267,2512,2512_267,I did it from biggest to smallest.,"I see that.  Now, you know you didn’t have to do that, right?",0.9405657204025076,1.0,-0.023778129756164,0.0
251_259,251,251_259,You have to like double one dimension --,"So, some of you discovered that just doubling one dimension would actually make it double the volume.  So, if I had, this is what?  What’s the volume of this rectangular prism?",1.2196509916590925,2.0,0.45917172438082643,1.0
251_429,251,251_429,"I noticed that both of the heights, the box one, and package B has like the same height, which is three, and like the base is the same thing as A, so A –",Great.,-0.8953191127200405,0.0,,
2520_3,2520,2520_3,A equals one-half base times height?,"A equals one-half times base times height.  Student A, had you gotten to finding area, yet?",0.09317361140498877,1.0,-0.6066230436309319,0.0
2521_310,2521,2521_310,Actually you’re not supposed to bring down the decimal.,Yes.,-0.9255833720621798,0.0,,
2521_375,2521,2521_375,Teacher can I move way over there?,Yes. Alright.,-0.9013584619082952,0.0,,
2521_409,2521,2521_409,Teacher we need another one more thing.,"Well you’re gonna have to use a blue cause we don’t have any more. Okay ready? Watch here you modeled it with your actual pieces, now we’re gonna draw the model on our paper. We use 9 rods, you did the back?",-0.4448634143514461,0.0,-1.0068260178089292,
2521_452,2521,2521_452,Put it—I thought we would have to put it like under the 1 that we did.,Okay so does that help you solve the problem?,0.6158225888624567,1.0,-0.564213354248459,0.0
2523_82,2523,2523_82,There’s still a zero.,There’s still a zero where?,1.1110077689354814,2.0,0.43603389586978175,1.0
2525_298,2525,2525_298,So two and one half?,"There you go, okay.  Student O, let me help you.  Okay, there is one, because you are doing groups of two-sixth, right? There is one group.  I am going to move it down.  There is the second group.  Am I going to get another group of two- sixths out of that?  How much of that group can I get out of that?",-0.09154316554268777,1.0,-0.8432200995439542,0.0
2526_45,2526,2526_45,Write as a mixed number or a whole number.,"Very good.  Here you go.  While Student S is working on number seven, where it’s an improper fraction right now, he’s gonna change that.  He’s gonna change that improper fraction to a mixed number or it could possibly be a whole number.  I don’t know.  We’ll soon find out.  Next, while he’s working let me get – what happened?",-0.16521889985921412,0.0,0.9343531843023134,
2529_139,2529,2529_139,I’ve played a game like this before.,Okay.,-0.9343935127165207,0.0,,
2530_87,2530,2530_87,Yeah.  How many to multiply by.,How many of these bottom layers we have.  That’s a good way to put it.  Student W?,0.6865683392112722,,0.6390748296332434,
2531_67,2531,2531_67,That’s 100 and 10.,100 tens.  And then what do I do?,0.5712026026332974,1.0,-0.6961805868392155,0.0
2532_132,2532,2532_132,For some reason you keep on forgetting us.,"About you?  No, Student H gave it out but I didn’t check with you.  I don’t know what he did with it.  I want to see what – please do not play with the cubes as of yet.  Please do the dimensions and then – Student C’s cutting his out.  I want to see if he’s going to come out with the dimensions that you have in number one.  Let me see.  Student A, move your chair up please.  Alright, so now 2, where’s 2?",-0.901204375217563,0.0,,
2534_134,2534,2534_134,If you turned it up the 6s would be up.,"That’s true so if I made this vertical then the 6s would be vertical right? 1, 2, 3. Alright so the answer to that would be yes.",-0.847906580284994,0.0,,
2541_336,2541,2541_336,"I don’t know if that’s easy, but I’m trying.","Good.  Do you have it, Student E?",0.8747927479608034,1.0,0.042039375596108784,0.0
2541_452,2541,2541_452,"I’m on twelve, right?","No, you did – what did you do, Student K?",-0.11122210233590428,0.0,1.3666633071248098,
2544_350,2544,2544_350,How do you find the area?,"Oh, you gotta use the numbers [you guessed].  Step 3, what?",-0.3813158082891368,0.0,-0.3447498499149687,
2544_73,2544,2544_73,I mean multiply by 3.,Are you sure?,1.1481848574101388,1.0,0.2471767460988696,0.0
254_157,254,254_157,Because the 400 -- it’s supposed to be 403.,And 403 is how much bigger than 400?,0.43846296534217677,1.0,-0.7340301493803546,0.0
254_202,254,254_202,And then have 39 sharpeners?,"We’re thinking of a problem 97 take away 39.  So -- hey, Student C.  So Student E has 97 pencils. How can I represent minus 39 in a story problem?  Edgar has 97 pencils --",0.728207803988168,1.0,-0.18889762755162154,0.0
2556_329,2556,2556_329,"Yeah, yeah, 11 is prime.","11 is a prime number.  Okay if you have two prime numbers, it won’t reduce either.  It won’t reduce.  If you have two prime numbers it won’t reduce. Right because 5 is prime, 6is not prime, but there is nothing that goes into 5 and 6 that’s the same.",-0.6131187237459703,0.0,-1.1937336386313322,
2556_451,2556,2556_451,I don’t get number 12.,We just did that together out loud.,-0.9655713773310645,0.0,,
2559_353,2559,2559_353,Fifty.  Sixty.  Seventy.  Eighty.  Ninety.,Keep them up here.,-0.8532424970465945,0.0,,
2559_359,2559,2559_359,I want a squishy ball.,"Okay.  Cut.  We’re kind of short on time, so I want to wrap it up.  Just stay where you are and we’ll continue this tomorrow.  First question.  Eyes on me.  One, two, three, it’s true.",-0.8672476153455605,0.0,,
2561_40,2561,2561_40,"Tens, hundreds, thousands, ten thousands, hundred thousands, millions.","Okay.  So that’s all we have to actually go to, but I think I’m going to teach you this song right now.  Ready?  Put your hand up in front of you.  The song goes like this.  I did it once before.  I’ll see who remembers.  It goes ones, tens, hundreds, uh – that ""uh"" is for this first comma. That’s that first group.  Ready?  Do that part again. Ones, tens, hundreds, uh.  Then we go – you’re a 4th grader and you’re very mature.  Can you handle it?  Good.  Then it goes – same groups.  Thousands, ten thousands, hundred thousands, uh, uh.  Then it goes millions, ten millions, hundred millions, uh, uh, uh.  When I play the song for you, it’s a really fast song, so let’s sing it just a little bit faster.  Ready?  Hands up.  Ones, tens, hundreds, uh, thousands, ten thousands, hundred thousands, uh, uh, millions, ten millions, hundred millions, uh, uh, uh.  I’ll play the music with it later.  With our number system, Student D was right.  Ones, tens, hundreds, uh, thousands, ten thousands, hundred thousands, uh, uh.  Now here’s my question.  Does this six and this six have the same value?  Talk with your tables.  I want to know if they’re worth the same.  I want to be hearing you talk to Student S.  Honey, if you don’t feel good, you need to go down to the nurse, but you can’t sit in here with your head down.  Sit up, please.  What do you think, Student M?  You don’t think they mean the same thing?  You do?  Talk.  Try to explain yourself to Student S.",-0.09387767140521719,1.0,-0.9627213771964227,0.0
2565_39,2565,2565_39,I just wanted to break it apart.,"You wanted to break it apart.  I saw a couple of people struggling with nine times six, so that could have been a good way to figure out nine times six.  How come – so tell me what dimension nine represents.",0.8190672522601871,1.0,-0.1269483183208423,0.0
2571_150,2571,2571_150,I know there’s going to be at least 10 or more because if you multiply 12 times 10 it’s going to get you to 120.,"Because you know that 12 times 10 is only 120.  We have 216. So then, Student C, do you think there will be more than 20 teams?  You think not?  Why do you think there will not be more than 20 teams?",1.2243916752658575,2.0,0.5514376172456185,1.0
2571_308,2571,2571_308,All my markers disappeared again.,They’re group markers.  We’re okay.  You ready?,-0.8986697959449451,0.0,,
2571_75,2571,2571_75,Twelve is a factor of forty-eight.  So 12 times 4 equals 48.,"Student A, do you agree with that?  Is 12 times 4 gonna get us to 48?",1.318182851403556,2.0,0.665208239102344,1.0
2571_95,2571,2571_95,I did that on my paper and –,"Please stop.  Please take a seat.  Go ahead, Student J.",-0.9066943786698954,0.0,,
2573_166,2573,2573_166,I decided to make arrays.,She decided to make arrays.  Okay.,-0.8982808352923461,0.0,,
2573_225,2573,2573_225,Can we do it a couple times?,No.  Pick something a little bit bigger.  I do need – does your not have a back?,-0.41770701265661186,0.0,-0.6726915834767423,
2574_316,2574,2574_316,I got 15 when I –,"Okay, guys, give me five.  I need to hear from someone that I have not heard from yet.  I haven’t heard from Student M. All right, Student M, tell me what to do.  You know what?  Why don’t you come up here and show me.  You can show me what you’ve got written up and what you added.  And you will probably need a marker.  Here you go.",-0.09085440014938521,0.0,0.9343531843023134,
2575_180,2575,2575_180,They’re the formulas for the area.,"Yeah, but what operation should be in there?  I multiply them. Okay, so let’s go back – this B stands for what?",0.4414691747929174,1.0,-0.7278479736120541,0.0
2575_308,2575,2575_308,"Could it happen where, like, your height is in feet and then your base is in inches?","No.  Well, possibly feet and inches, because you can convert between feet and inches.",-0.8739154159045387,0.0,,
2575_43,2575,2575_43,"Teacher, wasn’t she going out of town this week?",Not today.,-0.8877712727794892,0.0,,
2576_187,2576,2576_187,This one is confusing because once you use 12 times 5 or would you do 12 times 18?,"All right, this is your – from here to here is 12, right?  From here to here is?",1.0930113279024312,2.0,0.4171970670671659,1.0
2576_3,2576,2576_3,"Five centimeters, since it’s a square, it’s going to be five centimeters all around the square.  So if you do 5 times 5, you get 25.  And 25 is the area.",So the area of a square you’re saying is side times side.  So my side is what?,0.8794779874369102,1.0,-0.035707243633941364,0.0
257_43,257,257_43,’Cause you took away 10 and 70 minus 10 is 60.,Why did we take away 10?,1.701672570935444,2.0,1.3915899747128748,1.0
2585_209,2585,2585_209,One whole and one fourth take away three fourths.,"What are you going to do with that?  So try something.  We did two thirds minus one third, so you know that you’re taking pieces away.  You should be writing the problem down.  I will give you your pencil in a second, assuming there aren’t going to be anymore problems between the two of you. Do I need to move you?  Are you sure?  So that means when I give you your pencil back, you’re going to be solving the equation as best you can and not goofing off anymore, correct?  Thank you.  Have you written down the new problem?  I see that you have.  Now can you solve it?  Got it written down.  Excellent start.  Now what?",0.7561258306072215,1.0,-0.24838813899445275,0.0
2588_217,2588,2588_217,I don’t get it.,"You’re learning different strategies for learning addition, three digit number addition.  We made a list of the strategies we are solving.  Now you need to describe the strategies.  What are they about?  When we give a description of something, we’re talking about what it’s like, right?  So give a description of the strategies you’re learning to solve three digit addition problems.  I don’t want you to write the question.  I want you to answer the question.  Complete the task.  Describe the strategies. Sit up, Student J, please.  Thank you.  Push your chair in.  Thank you.  No.  I need you.  Take this to Mr. C please.  Thank you.  Yes?  One minute.  [Announcement] Okay.  Anybody care to share out?  One person?  People still writing.  I’ll give a minute.  Student J, why are you worried about what he is doing?  You should be writing. Reading and complete, this page.  Write out your multiplication combinations.  Actually, here.  This is what I have for homework.  You can complete this.  It’s kind of fun.  Read the directions.  Okay.  Who would like to share out?  1, 2, 3 people, brave people, starting right here. Student M.",0.7845725696958933,2.0,1.2455610427545691,1.0
2588_219,2588,2588_219,"I said all of the same places – we also add numbers to get to landmark numbers.  We have also been adding hundreds, tens, and ones to get like numbers.","Thank you.  Very good, Student M.  Student A?",-0.5048232608414217,0.0,-1.0702591020190135,
2591_355,2591,2591_355,So you can take back one.,So what does it mean when you give an apple back?  What are you doing when you give it back?  Are you subtracting it or adding it?  If I give you back one of your apples that you gave me?,1.1360985856045056,2.0,0.3596475442243266,1.0
2591_363,2591,2591_363,We have to plus one to get the –,"Yeah.  You have to plus one, which equals how many apples?",0.8981514262588347,1.0,-0.09618237564044911,0.0
2591_392,2591,2591_392,Okay.  It came from up here.  We did –,"From the problem, where did it come from?",0.3264167185272428,,0.1590860436167093,
2595_222,2595,2595_222,To get to the number I get to.,Exactly.  How much are we adding to 283 in this equation?  How much are we adding in that equation?,0.6158225888624567,1.0,-0.564213354248459,0.0
2595_378,2595,2595_378,You went over a little bit.,"Student M, did you have a good lunch?  Did you eat it or do you just have a milk?",-0.9417370423421149,0.0,,
2595_485,2595,2595_485,I had four wild cards.,Don’t worry about putting them back in the case.  It’s not important.,-0.9318666878804621,0.0,,
2597_79,2597,2597_79,You need to turn the figure into a rectangle.,"No, you don’t because how are you going to turn number three into a rectangle, Student T?  Can you turn that into a rectangle?",0.853010123130535,1.0,-0.029709904718962583,0.0
2598_110,2598,2598_110,Because it takes 10 of these to make a whole.,"Right.  Reach into your shared bag and pull out each of you one unit.  What does this represent to us?  A hundredth. Remember to put the t-h at the end.  Student A, why do we say it represents a hundredth?",-0.039724464902462654,1.0,-0.7682520787385502,0.0
2599_261,2599,2599_261,Will you do everyone’s?,An obtuse angle.  Let’s see. Let’s look at the example for obtuse on this one.  This individual says an obtuse bigger than 90 degrees.  Is that correct?,-0.392289973809335,0.0,-0.5500582719713454,
2599_377,2599,2599_377,It might make a trapezoid.,Fold your equilateral triangle in half.  What kinda triangle do you get?,-0.5241642959019881,0.0,-1.0702591020190135,
25_71,25,25_71,"Miss G, I guess this [week] is going by fast.",Hmm?,-0.8769668853604023,0.0,,
2602_111,2602,2602_111,"Because he showed one there, two there—",What specifically did he use to show that?,1.2233210947859658,2.0,0.5119034595035212,1.0
2603_73,2603,2603_73,How many sisters do you have?,Great one.  Does that count step sisters and half sisters? Great.  We’ll count all of our sisters.  Very good. Student J?,0.7282577249859719,2.0,1.0428843252409545,1.0
2604_335,2604,2604_335,28 is closest to 30.,How do you know that?,1.7998022109303555,2.0,1.469999186490532,1.0
2604_350,2604,2604_350,I don’t like the one.,"You don’t like the one, or you do?",0.6854707665706788,2.0,1.1021855618541003,1.0
2608_58,2608,2608_58,You—it has length times width.,"Area equals the length times the width.  It’s what’s inside, right?  It’s square units, we usually talk about area.  So it’s length times width.  So what’s the area in meters of that first rectangular array?  Student A.",0.332910927037154,1.0,-0.7587987531457691,0.0
2614_271,2614,2614_271,"You look at the circle graph and you look at all the animals that didn’t say dogs or cats, and that’s the bottom half.",Right.  And how many is that?,0.5398452154214741,1.0,-0.6326494949339178,0.0
2614_52,2614,2614_52,I think you add all the numbers.,"That’s the mean.  Remember, we got to remember the range. That’s the smallest to the greatest.  The difference between those two.  So what’s the largest number, Student T?",0.2501558865382796,1.0,-0.9687829468876235,0.0
2615_127,2615,2615_127,Two trapezoids combine to make a hexagon.,Two trapezoids combine to make a hexagon.  Yeah.  And you have to –,-0.559028813292591,0.0,-1.1937336386313322,
2617_43,2617,2617_43,"A solid figure is a figure, a 3D figure—",What does 3D stand for?,0.728207803988168,1.0,-0.18889762755162154,0.0
2623_290,2623,2623_290,"I got to multiply, crossing 7 and 14 out because 2 times 7 is 14 so I had to cross 14 out and put 2.  Then I put one by the seven that I crossed out.  I multiplied those – one times one and I got one.  And then I crossed out 20 and got 5, and then crossed out the 4 and got 1.  And then I just multiplied each.","Good job.  Go ahead and clear your boards.  Right now we’re getting ready to go to lunch, so I need one person collecting all markers.  Student M, Student M is responsible for making sure the lid is on every marker.",-0.9189155715032017,0.0,,
2624_5,2624,2624_5,Because later in your life it might be useful for us.,"Not even later in life, right now you will need this; but you will need it later, yes, possibly.  Student S?",0.6542815351318446,,0.5709077506124962,
2628_107,2628,2628_107,I only got one part.,One part? How do you find the perimeter again? You find?,0.6746475678159675,1.0,-0.28291079416817244,0.0
2628_376,2628,2628_376,I don’t know what you all was talking about.,And put the date on there. You fill in the date already he sure is. They told you it gonna be done every time. Let me see your first one South Carolina had 500 and you are correct good. So you check with—afterward I’m gonna show you with a coloring yes. Cause I want it to be colorful. But I wanna make sure it’s write first so I don’t blame you doing it in pencil first. So which one are you doing first? You?,-0.8877712727794892,0.0,,
2629_370,2629,2629_370,Because it was the next two numbers.,"But, sweetie, that’s what I’m asking you.  What do you mean by the next two numbers?",1.6533437609574781,2.0,1.1834909847650934,1.0
2633_75,2633,2633_75,"Subtract 800 from 1,000.","Yes, subtract 800 from 1,000.  Where do I start?",0.7656208637747363,1.0,-0.18344138337115878,0.0
2634_18,2634,2634_18,When you’re giving away things.,When you’re giving away.,-0.8705647326796339,0.0,,
2634_391,2634,2634_391,It’s supposed to be 567.,"Oh, it’s 67.  You want to say 70, I’m sorry.  What is that? What is the number that you have here then?",0.8143596176104385,1.0,-0.10659229732103286,0.0
2639_59,2639,2639_59,"Okay.  I cut it like – I thought I could cut it like your side, but it didn’t –","Okay.  So, basically, what you did is you cut like this, right? So one thing, if you try doing a cut – thank you, Student A, you can sit down.  Now, he has a triangle here, doesn’t he?",0.7992364218729949,1.0,-0.11823551846682645,0.0
2640_0,2640,2640_0,Can I get a drink of water?,"Yes you may.  Guys, we’re going to start our math homework today.  You may take out your math homework from last night so we can go over it.  Yes?",-0.8441669364074901,0.0,,
264_3,264,264_3,We were trying to see the shapes and finding the areas.,Excellent.  We’re finding the area.  Now what Student S just told me is we’re doing something important steps – some important steps before we actually start doing the compound figure formula.  Let’s look at number two.  Number two looks like – leave me alone.  I’m trying my best.  Stop laughing at me.  How much is this line?,0.2613542498319034,1.0,-0.8716487485649359,0.0
2651_596,2651,2651_596,That’s what I’m going to do.,"All right, guys.  Shh.  Shh.  Tonight, you’re going to work on practice book 22.4.  all of it.  All of it.  We’ll be ready to check that tomorrow, all right?  And you also need to study the entire chapter 22 on perimeter and area.  All figures that we have talked about.  Everybody understand?",-0.8480558417090095,0.0,,
2659_43,2659,2659_43,A cylinder has three surfaces.  The flat top and the flat bottom that are faces that are formed by circles.  A curved face connects the top and bottom faces.  A food can is a good model of a cylinder.,"So faces do not have to be a rectangular.  They can also be circular.  And if we look at a cylinder we can usually only see one face.  Now is this curved part called a face, Student K?  Is the curved part called a face?",1.1875408793013233,2.0,0.53187811142064,1.0
2659_72,2659,2659_72,"Well, I was talking about this is an edge here.","That’s an edge, yes.",-0.9118846217458962,0.0,,
265_85,265,265_85,"Ms. A, the ones that I missed were dividing these.","The triangle.  I want everybody to write the formula and work it out again, not just write the formula.  One, two, three, eyes on me.",-0.8705647326796339,0.0,,
2661_100,2661,2661_100,Who’s gonna be reading?,Student T.,-0.8980287648709457,0.0,,
2661_153,2661,2661_153,I’m gonna go with the International Dateline.,"The International Dateline.  Good.  As we’re going along with the reading, guys, I want you to be listening as we go along here.  So let’s go ahead and finish this before we get started with our activity.  For the last part, at the top of 217, Student S, can you read for us?",-0.552267876108731,0.0,-0.9203230604082056,
2661_155,2661,2661_155,“Longitude.  Longitude is measured in degrees.  Lines west of the Prime Meridian are labeled –,How do we pronounce that?,0.24385090906476015,1.0,-0.3670158409275059,0.0
