uidx,obs_id,exchange_idx,student_text,teacher_text,student_on_task_num_agree,student_on_task_majority,student_on_task_std,teacher_on_task_num_agree,teacher_on_task_majority,teacher_on_task_std,active_listening_num_agree,active_listening_majority,active_listening_std,follow_up_num_agree,follow_up_majority,follow_up_std,student_on_task,teacher_on_task,active_listening,follow_up,both_on_task,follow_up_excl_none,follow_up_grouped,student_on_task_zscore,teacher_on_task_zscore,active_listening_zscore,follow_up_zscore,both_on_task_zscore,follow_up_excl_none_zscore,follow_up_grouped_zscore
2400_585,2400,2400_585,I don’t get it.,"So, you’re copying.  You need to create this pattern.",3,1,0.0,3,1,0.0,2,2.0,1.1547005383792517,1,,0.7071067811865476,1.0,1.0,1.3333333333333333,0.5,1.0,0.0,0.3333333333333333,0.4441788449778516,0.42956535400017465,0.09527236767700716,-0.5386124529117219,0.4635351512766759,-0.6243640832675886,-0.4440011698384576
2400_617,2400,2400_617,"Uh, yeah, I’m ready.","So, I’m giving you  four pieces of tape.  One.  Two.  Three.",2,1,0.5773502691896258,2,1,0.5773502691896258,2,1.0,0.0,2,0.0,0.0,0.6666666666666666,0.6666666666666666,1.0,0.0,0.6666666666666666,,0.0,-0.3553751807993743,-0.38690424109551963,-0.582508707001143,-1.1173263129578508,-0.3136174691501134,,-0.8273829228510653
2400_643,2400,2400_643,"Can I get five, just in case?","We’ll start with the four, and let me know if you need another one.",2,0,0.5773502691896258,2,0,0.5773502691896258,1,,,1,,,0.3333333333333333,0.3333333333333333,2.0,1.0,0.3333333333333333,0.0,0.3333333333333333,-1.1700591926091573,-1.2053463482669775,1.05853143542304,0.07163975323784609,-1.0802897196439325,-0.7317091157615132,-0.49468423437018333
2405_299,2405,2405_299,That’s what I did.,Where’d you get this number?,3,1,0.0,3,1,0.0,2,2.0,0.5773502691896257,3,2.0,0.0,1.0,1.0,1.6666666666666667,2.0,1.0,1.0,2.0,0.39219335731015326,0.3718521841665421,0.5893946954660015,1.4584129499276397,0.4065369526728692,1.3587125948003713,1.722100447428625
2424_436,2424,2424_436,I don’t have a pencil.,"Okay.  So, how could you get a pencil right now?",3,0,0.0,3,0,0.0,1,,,1,,,0.0,0.0,,,0.0,,0.0,-2.508948513189503,-2.6875542550454967,,,-2.350437571044901,,-0.9109558928167297
2424_497,2424,2424_497,"Teacher C, when I get to the harder ones, can I do this in my math book?","If you need space.  So, what are you doing right now, Student S?",2,0,0.5773502691896258,2,0,0.5773502691896258,1,,,1,,,0.3333333333333333,0.3333333333333333,1.0,2.0,0.3333333333333333,1.0,0.6666666666666666,-1.1781384685470186,-1.2518510546852424,-0.22377762631781636,1.0340970128494724,-1.0988398236221164,0.9343531843023134,-0.15601169476090146
2437_1,2437,2437_1,They’re a four sided figure.,A four sided figure?  All right.  What else did we learn about quadrilaterals?  Student L.,5,1,0.0,5,1,0.0,4,2.0,0.4472135954999579,4,2.0,0.44721359549995804,1.0,1.0,1.8,1.8,1.0,0.8,1.8,0.4847001196865757,0.47699677556105546,0.8133037231370881,1.006519666986952,0.5054200925791621,0.77633726441025,1.3926571182542813
2437_105,2437,2437_105,All the sides are equal.,"All the sides are congruent.  They have the same dashes.  What about number two?  Student N, what can you say for number two?",3,1,0.0,3,1,0.0,3,2.0,0.0,2,0.0,1.1547005383792517,1.0,1.0,2.0,0.6666666666666666,1.0,1.0,0.6666666666666666,0.46686372985163843,0.44550079056777964,0.9246509672616208,-0.429904694763217,0.4808100267734136,0.9932202608115113,-0.07151753568152963
2437_11,2437,2437_11,It’s more than 90 degrees.,"And of course the last one, the right angle, I think it tells you exactly what you should know about right angles.",4,1,0.0,4,1,0.0,3,0.0,0.5,1,,,1.0,1.0,0.25,0.0,1.0,,0.0,0.4727507552295461,0.4498090310867119,-1.5827835221295468,-1.1439803031246265,0.49048703894815365,,-0.909496604203499
2437_111,2437,2437_111,Because it has one right angle in it.,"Okay.  What can we say about number three?  Student L, what can we say about number three?",3,1,0.0,3,1,0.0,2,1.0,0.5773502691896258,1,,0.7071067811865476,1.0,1.0,0.6666666666666666,0.5,1.0,0.0,0.3333333333333333,0.43945342532138404,0.4390951119053295,-0.791805128664058,-0.6599116600964191,0.4669215088748669,-0.8684962373468951,-0.4710760185026202
2437_113,2437,2437_113,"It’s an isosceles triangle, because it has two or more—","Not two or more, but two.",4,1,0.0,4,1,0.0,2,2.0,0.9574271077563381,2,0.0,0.5773502691896258,1.0,1.0,1.25,0.3333333333333333,1.0,0.0,0.25,0.42518068980976725,0.40238586757786776,0.10320036073204063,-0.9985495465835821,0.4510225328847909,-1.1937336386313322,-0.6678700081977822
2437_29,2437,2437_29,Because an obtuse is more than 90 degrees.,"If you look, that’s bigger, but that one is closed up, probably an acute angle.  What about number three?  How come number three is not an obtuse angle?  Student S, what do you think?",3,1,0.0,3,1,0.0,3,1.0,0.0,2,1.0,0.5773502691896258,1.0,1.0,1.0,0.6666666666666666,1.0,0.0,0.6666666666666666,0.48093137325232554,0.45447160028074257,-0.48911426170857153,-0.18495366534624083,0.5015561448702662,-0.675787933861949,0.15164794243246058
2437_3,2437,2437_3,Some have 90 degree angles.,Some have 90 degree angles.  Which figures do we know?  Which quadrilaterals do we know have four right angles?  Give me one.,3,1,0.0,3,1,0.0,3,2.0,0.0,3,1.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.44601202768714465,0.43121432882991234,0.956382032245818,0.15979954232306107,0.46130736461800265,-0.7628644685139293,0.490310565640301
2437_31,2437,2437_31,Because it’s less than a 90 degree angle.,It looks like it’s less than a 90 degree angle.  What about number four?  Is that a right angle?,6,1,0.0,6,1,0.0,5,2.0,0.5163977794943223,4,2.0,0.816496580927726,1.0,1.0,1.6666666666666667,1.3333333333333333,1.0,0.6,1.3333333333333333,0.44831170232320144,0.43398933466737194,0.475024910211084,0.5231431713091909,0.45895923135188554,0.4528260279388929,0.8460821901890275
2437_35,2437,2437_35,Because a right angle makes a square.,"Maybe the corner of it, you can put a little box in there. You’re actually correct, okay?  Two and five are no goes. What about our right angle?  Again, easy to remember.  When we see the word right, think of what you can think of in your brain, when you think of the word right.  What do you think it’s going to be?  I don’t need to tell you.",4,1,0.0,4,1,0.0,3,1.0,0.5773502691896257,3,1.0,0.5,1.0,1.0,1.5,0.75,1.0,0.0,0.75,0.455135051436629,0.43784188869918006,0.23499898710765588,-0.4842588300590668,0.4723514845361374,-1.0614386003528502,-0.060791618557025584
2437_49,2437,2437_49,"Because a straight angle goes on, on both sides.","It goes on forever.  There’s a line, and it goes on forever on both sides, absolutely.  Of course, it’s a ray so it only goes in one direction.  Now we can talk about our main guy today.  Our main guy today is a triangle.  We all know triangles, right?",3,1,0.0,3,1,0.0,3,2.0,0.0,2,2.0,1.1547005383792517,1.0,1.0,2.0,1.3333333333333333,1.0,1.0,1.3333333333333333,0.4849393530285548,0.4770943381172066,1.0422842585176146,0.2459197638585641,0.5005280139141255,0.9942228688458867,0.6539647076835198
2437_63,2437,2437_63,That are less than 90 degrees.,"Three angles that are less than 90 degrees.  Here we have a triangle.  A triangle is a three sided polygon.  Every triangle has three sides and three angles.  When added together though – again this is the main focus point for today – the three angles equal 180 degrees.  Interesting. I might have you put this in your notes.  When we talked about quadrilaterals, what were the three measures of quadrilaterals again?  Someone has to remind me.  Student F, what was the three measures of quadrilaterals?",3,1,0.0,3,1,0.0,2,2.0,0.5773502691896257,2,2.0,0.5773502691896257,1.0,1.0,1.6666666666666667,1.6666666666666667,1.0,0.6666666666666666,1.6666666666666667,0.5561018115566759,0.5608742820423506,0.6857105656093557,0.9984006213558101,0.5876580093617089,0.7319693515381509,1.452403263164035
2440_147,2440,2440_147,Two fourths of chocolate syrup.,Go back to your question.,3,1,0.0,3,1,0.0,2,0.0,0.5773502691896258,1,,,1.0,1.0,0.3333333333333333,2.0,1.0,1.0,0.6666666666666666,0.45085358899347566,0.4293362952811981,-1.6459142049400783,1.5422749912431684,0.4785518931285479,1.5567689012068249,0.02272269487529847
2440_57,2440,2440_57,"70,287,709 plus 100 is 70,287,809.",All right.,3,1,0.0,3,1,0.0,3,1.0,0.0,3,0.0,0.0,1.0,1.0,1.0,0.0,1.0,,0.0,0.43567172243793606,0.43959459642795035,-0.38456607560557526,-1.2440897502454338,0.4533999783965656,,-0.8700265106030193
2441_119,2441,2441_119,"Nothing goes into 11.  Well, 1 does.","Yes, but it’s not going to change anything.  What operation do you think you should use?  What number do you think you’re going to multiply it by?  2.  What do you get?  4 over 22. That’s one equivalent fraction.  It’s up there.  Two equivalent fractions.  After you roll, if I haven’t called time yet, keep going.  What you did here was this was your proper fraction, right?  This is one of your equivalent fractions.  Now where is equivalent fraction number two? Stop.  All eyes on me.  Say for instance Ms. L just rolled her dice and I rolled two thirds.  I rolled a 2 and a 3. In order to find an equivalent fraction for this one, guess what.  I can’t divide because the only factor that they have in common is 1.  Right, Student M?  What can I do?  I can multiply.  I can do 2 over 2, and what am I going to get?  4 over 6.  That’s my first equivalent fraction. I told you guys to do two, right?  I can go ahead and multiply this again, and what do I get?  8 over 12, and that can be my second equivalent fraction.  The next that you’re going to cover is simplest form.  Have a seat.  Now that is very easy.  Who said that?  Very good.  So we’ve done equivalent fractions.  I want to see if you know what it means for a fraction to be in simplest form.  What does it mean for a fraction to be in its simplest form?",3,1,0.0,3,1,0.0,2,1.0,0.5773502691896257,3,1.0,0.0,1.0,1.0,1.3333333333333333,1.0,1.0,0.0,1.0,0.4613649859087608,0.45200302461710345,-0.0621745028310709,0.07962521228363999,0.49014716906252165,-0.646470588918952,0.4316410535348905
2442_122,2442,2442_122,You mean the quotient plus 1?,Yeah.  Is that what you did?,3,1,0.0,3,1,0.0,2,1.0,0.5773502691896257,1,,1.0,1.0,1.0,1.3333333333333333,1.0,1.0,0.5,1.0,0.47245880520292455,0.44428822668146967,0.06975707095769001,0.05080325165816698,0.49733068181841955,0.0623620117323081,0.3877875125630159
2442_7,2442,2442_7,Could we just write the letter?,"You could just write the letter.  Student A, which steps did you do?",2,1,0.5773502691896258,3,1,0.0,1,,0.7071067811865476,1,,0.7071067811865476,0.6666666666666666,1.0,1.5,1.5,0.6666666666666666,0.5,1.0,-0.4243395026031151,0.41798267809237083,0.06411903961048832,0.6349022760481937,-0.36041446063039356,0.23110544241363024,0.297863651735823
2444_233,2444,2444_233,Can you help me with this?,Hang on.,3,0,0.0,3,0,0.0,1,,,1,,,0.0,0.0,,,0.0,,0.0,-2.156457267035862,-2.2921856408739187,,,-2.0521440116299687,,-0.9082611364291404
2444_422,2444,2444_422,"Nine remainder one.  Okay, thank you.",Okay.,3,1,0.0,3,1,0.0,3,1.0,0.0,3,0.0,0.0,1.0,1.0,1.0,0.0,1.0,,0.0,0.4823201697798904,0.46642761651034154,-0.8247501651370479,-1.2624105041371376,0.5027650322784964,,-0.9105379636465697
2444_451,2444,2444_451,"Wait, how do you start off?","I’ll show you in just a second.  So he’s not gonna get a remainder, so you’re gonna start with zero.",3,1,0.0,3,1,0.0,2,2.0,0.5773502691896257,2,0.0,0.5773502691896258,1.0,1.0,1.6666666666666667,0.3333333333333333,1.0,0.0,0.3333333333333333,0.42612186083238673,0.3982053424569258,0.4421047464604055,-0.7974071480784017,0.4454655608523343,-0.6243640832675886,-0.46358190412760775
2445_87,2445,2445_87,Can I go use the restroom?,"Yes.  Student E?  You did a great job on this.  The only thing you missed was you did not show me what your least common denominator was.  Your least common denominator for number four should have been 12, and you just kind of did this in your head somehow.  Student M just left.  Student A? Excellent job.  The only thing you did wrong is any time you have a reading problem, you have to label it.  I just took a point off of it.  That should have been seven eighths of a mile.  Okay?  Good job, though.  Student B? Okay.  On these two you copied your problem down wrong. You added them and it was supposed to be subtraction. Here, you forgot to put in your decimal point.  You understand how the process goes.  This is your grade, and you showed me your common denominator there.  Good job. Yes?",3,0,0.0,2,1,0.5773502691896258,1,,,1,,,0.0,0.6666666666666666,,,0.0,,0.0,-2.198291243816763,-0.4028396776631247,,,-2.0803986974572037,,-0.8480558417090095
2446_131,2446,2446_131,So you have to get – do we have to use the same problem?,Uh-huh.  58.,3,1,0.0,3,1,0.0,3,1.0,0.0,3,0.0,0.0,1.0,1.0,1.0,0.0,1.0,,0.0,0.47466997818734497,0.45982306254742,-0.5996557965482693,-1.3762122405569055,0.4921324997227236,,-0.9310597980577029
2446_414,2446,2446_414,I don’t know.  She’s writing –,You need to look up there and tell me which one you want to write and then we’ll go from there.,2,1,0.5773502691896258,2,1,0.5773502691896258,1,,1.4142135623730951,1,,,0.6666666666666666,0.6666666666666666,1.0,2.0,0.6666666666666666,1.0,0.6666666666666666,-0.3912323511542313,-0.3651735164039385,-0.44866332151686683,1.2285301349257376,-0.35953326358346166,1.086574968094849,-0.12909041795790532
2446_626,2446,2446_626,P-I-E-C-E.,Uh-huh.  I before?,3,0,0.0,3,0,0.0,1,,,1,,,0.0,0.0,,,0.0,,0.0,-2.1481699030178074,-2.170280102248726,,,-2.071138263607894,,-0.8875026050333444
2447_104,2447,2447_104,Can we show our work anyway on 1-5?,"I said that.  Yeah.  When you’re done, put the test on the front table.  If you need extra time when we get to lunch, that’s fine.  We’ll just work on it when we get back, okay? Keep your eyes on your own paper.  Keep your voice off, please, so your classmates can concentrate.  Student C, it’s on your desk.",2,1,0.5773502691896258,2,1,0.5773502691896258,1,,0.7071067811865476,2,0.0,0.0,0.6666666666666666,0.6666666666666666,1.5,0.0,0.6666666666666666,,0.0,-0.6339414886733846,-0.6953954484088168,0.1814879994553841,-1.2167479307029274,-0.6205021902808204,,-0.9170712770834814
2448_165,2448,2448_165,These right here have 4 M&Ms.,You put your bottom in the chair and then he won’t be touching you.,2,1,0.5773502691896258,3,0,0.0,1,,,1,,,0.6666666666666666,0.0,,,0.0,,0.0,-0.36834061292174325,-2.259070219305453,,,-2.135958211028717,,-0.9045214925516364
2449_33,2449,2449_33,How many groups you’re going to have.,"Yes.  Student A, what does this tell me?",3,1,0.0,3,1,0.0,2,1.0,0.5773502691896257,2,2.0,0.5773502691896257,1.0,1.0,1.3333333333333333,1.6666666666666667,1.0,0.6666666666666666,1.6666666666666667,0.41750540386191565,0.41279398969031217,-0.027955091026842866,0.8685604177434225,0.41936144240020945,0.49028996014193904,1.1694076726861453
244_446,244,244_446,What if the other person has the biggest card?,Then they win.,2,1,0.5773502691896258,2,1,0.5773502691896258,2,1.0,0.0,2,0.0,0.0,0.6666666666666666,0.6666666666666666,1.0,0.0,0.6666666666666666,,0.0,-0.3934898881406504,-0.4091933202502083,-0.19212010999773727,-1.4473092430089494,-0.35341232084059016,,-0.8980287648709457
2451_19,2451,2451_19,"It says 3 goes into 45, 15.","This is too much.  You brought that down.  Here’s what I’m thinking.  If you have too much leftover it means you didn’t pick a high enough number here.  Go back and see if there’s a higher number you can use.  You did both sides of the worksheet.  Look up on the board.  It says PS76. You’re only doing 1-6, so you’re not doing 7, 8, or 9.  On the other side you’re just doing 1-7.  You’re not going to do 8 or 9, okay?  I’ll be right there, sir.",3,1,0.0,3,1,0.0,3,2.0,0.0,3,1.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.49159545801272725,0.47663174339205194,0.8653828957578185,0.1733081092133104,0.5138963590496272,-0.7330801299309332,0.5056548830917905
2458_287,2458,2458_287,It doesn’t give any more here.,"Show your solution in clear and concise notation.  So we’re not talking about words, specifically.  What are we talking about?",3,1,0.0,3,1,0.0,1,,1.0,1,,0.7071067811865476,1.0,1.0,1.0,1.5,1.0,0.5,1.0,0.45833679707026803,0.45316797880212856,-0.370333278679694,1.0581140987794007,0.47590176511868115,0.600904053452098,0.6165625105859727
2459_161,2459,2459_161,"Um, you could number line and show the halfway mark and then since it’s after 50 it’s closer to 500.","So I can draw a number line this would be 1,400 this would be 1,500 I can include the 1000s place but I still have my 400 and 500 that it’s in-between. Here is 1,450 the halfway number okay. Here is where 1,451 would be okay. It’s just one over but that means it is closer to here and I can prove that by using a number line as a picture representation. And in number 12 we also have another word problem. There are 5,280 feet in a mile, what is 5,280 rounded to the nearest 100? Which number is in the 100s place?",3,1,0.0,3,1,0.0,3,2.0,0.0,3,1.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.5152534154837476,0.4835851079254003,0.7972314193630585,-0.06625070378832423,0.5513047609794385,-0.947638585484262,0.3289185460122069
2459_286,2459,2459_286,What happens if you get a wild card?,"Remember wild card can be any digit number you want it to be. Um, one reminder about the wild card, remember that the wild card could be any digit from 0 to 9 are you listening? When you record a wild number look up here. Actually let me go to the board. Now Student J asked this question so please listen. Let’s say you get a wild card. Let’s say this 5 was my wild card okay? When I record it on my recording sheet eyes are here. I’ll write 5 but right above it I’m gonna write a W just so that I’ll let people know that that was my wild card. Okay? Alright you can start playing.",3,1,0.0,3,1,0.0,3,2.0,0.0,2,1.0,0.5773502691896257,1.0,1.0,2.0,1.3333333333333333,1.0,0.3333333333333333,1.3333333333333333,0.45758844161880147,0.4352966636860693,0.7875726571966993,0.4220919204601004,0.46967870000228285,-0.1838222942880943,0.7479577699243644
2459_367,2459,2459_367,And I think putting a 2 to make it 10.,Well 7 and 2 make what?,3,1,0.0,3,1,0.0,2,1.0,0.5773502691896257,2,1.0,0.5773502691896257,1.0,1.0,1.3333333333333333,1.3333333333333333,1.0,0.3333333333333333,1.3333333333333333,0.4580888411583183,0.4365560350682926,-0.11086644569087978,0.37351664365380083,0.4785337036569244,-0.23979831374000907,0.7475105750549366
2461_1,2461,2461_1,Can we get up to 100?,"It’s one digit.  0, 1, 2, 3, 4, 5, 6, 7, 8, 9.  Good question. So we’re going to play a game called Close to 1,000 where you and your partner will play the game and the object is close to 1,000.  So what you will do is you’ll deal out eight cards.  You don’t have to do anything right now.  I just want you to look at it.  So just have an idea of what I want, how to play the game.  Does that make sense?  Okay. So just randomly pick out eight cards.  Okay.  Between you and your partner – you don’t have to pick anything out right now – you only need one deck of cards and then you deal out eight cards for yourself, and your partner deals out eight cards for him or herself.  Does that make sense so far?  With that, I have eight digits here.  My job is to find a three number combination and another three number combination using these cards.  I can only use each card once.  It’s kind of similar to what you played last year in third grade called close to 100, but this one, we want to challenge you a little more, so we’re going to play close to 1,000.  So you pick three digits, write it down, another three digits, write it down, and then find a total.  What is the sum of these two three digit number combinations? Any questions so far?",3,1,0.0,3,1,0.0,2,1.0,0.5773502691896257,1,,1.0,1.0,1.0,1.3333333333333333,1.0,1.0,0.5,1.0,0.49900816763924527,0.4881936660174182,0.0073916079131595884,0.12280827217924488,0.51439882406923,0.22158099442008294,0.49736728648496226
2461_101,2461,2461_101,"Then I do the highest tens, then the highest ones.","If I have – for example, I have two nines.  Would I put two nines in the hundreds?",3,1,0.0,3,1,0.0,2,1.0,0.5773502691896257,2,2.0,0.5773502691896257,1.0,1.0,1.3333333333333333,1.6666666666666667,1.0,0.6666666666666666,1.6666666666666667,0.43490355674501463,0.4193612271184643,-0.009267305770172188,0.9162200546476532,0.4524038245055452,0.6109073368917347,1.2154988789893215
2461_105,2461,2461_105,"Because you would go over 1,000 and have a lot of points.","You don’t want that.  So how do you determine which goes where? I noticed in the hundreds place here you have a 9 and a 0, 100, 500, 900, 000.  So why did you put it that way? Obviously it worked quite a bit for you in these four problems where you have 0 and 1.  What was your thinking?",4,1,0.0,4,1,0.0,4,2.0,0.0,4,2.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,0.4471738924701883,0.4207382440807229,1.022984750642677,1.421267074856573,0.4688186267902341,1.5685861288547276,1.7511489032385736
2461_107,2461,2461_107,"My thinking was going overboard one point or two points to 1,000.","Yeah, but why did you pick your digit the way you did?",3,1,0.0,3,1,0.0,2,1.0,0.5773502691896257,3,2.0,0.0,1.0,1.0,1.3333333333333333,2.0,1.0,1.0,2.0,0.42252442262992185,0.4152581389798698,0.011063777849703119,1.6171858150764375,0.437126625401981,1.784630728283017,1.935575056236214
2461_109,2461,2461_109,"I was trying to make it to 1,000.","Student A, you need to sit.",2,1,0.5773502691896258,3,0,0.0,1,,,1,,,0.6666666666666666,0.0,,,0.0,,0.0,-0.4998237234724629,-2.5372905385867655,,,-2.3411771371955914,,-0.9504026561410647
2461_115,2461,2461_115,"Because if you do 52, then it’s larger.","Yeah, the number becomes bigger.  Now you have 1,016.  Isn’t that a lot closer?  Can you make it even bigger?  You have 191 plus 825.  So it’s 160, right?  Can you do even better? While you’re doing that, I want you to think about what you’re doing.  Look at the digits and how you put them. How is it going to help you to determine which is closer to 1,000?  I’ll come back, guys.  How are you guys doing?  I heard bad cards.  What makes them bad cards?  Sometimes you need a 2, sometimes you don’t need a 2.  What do you think? The competition is tough because she only has 5 points. How many points did you get?  All together it’s 2?  Atta girl.  Good job.  Are you going to help her out?  That’s only 900.  How about this?  Why do you think I did that?",3,1,0.0,3,1,0.0,3,2.0,0.0,2,2.0,0.5773502691896257,1.0,1.0,2.0,1.6666666666666667,1.0,0.6666666666666666,1.6666666666666667,0.47197986453068186,0.4748078841083796,0.8357775774936845,0.9520802973135273,0.49485764605705934,0.6568840952749772,1.2674048590005704
2461_119,2461,2461_119,"Making it closer, switching it.","Look at the numbers I was using.  Why didn’t I use the 5 there? Imagine if I had done this.  It would have been 1,110, right?  If I had done this, it would have been 1,040.  If I had done this, it would be 1,022.  Now it’s at 1,004.  What was I doing with the digits?  Why didn’t I use the 5 and the 6?",6,1,0.0,6,1,0.0,4,2.0,0.8366600265340756,4,1.0,0.5477225575051661,1.0,1.0,1.5,1.4,1.0,0.4,1.1666666666666667,0.5116343857128869,0.4972518034377067,0.31696167537378744,0.3974038507149381,0.5438337741598386,-0.1101809558966014,0.5407778271053568
2461_121,2461,2461_121,Because the tens is higher than the ones.,So if I make the tens bigger—,3,1,0.0,3,1,0.0,3,1.0,0.0,3,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.4355814137462068,0.42496278133895937,-0.27107715952308625,0.17081284993410298,0.461779482651413,-0.6483184010077924,0.557786531215748
2461_123,2461,2461_123,You need to make the tens smaller to make the hundreds smaller.,"Exactly, because I’m already at 1,000 right here.  If that’s the case, you’re only four away.  [Laughter]  All right, guys.  What did you boys come up with?  What were the cards we were talking about?",3,1,0.0,3,1,0.0,3,2.0,0.0,2,1.0,0.5773502691896257,1.0,1.0,2.0,1.3333333333333333,1.0,0.3333333333333333,1.3333333333333333,0.4223469651682466,0.41091595614159804,0.8690752844128541,0.40962704438375214,0.4366059709107546,-0.14460442040679808,0.7476588488348096
2461_131,2461,2461_131,He said to make numbers that combine to make 10.,"So you need the digits to combine 10 to put in the ones place, and he said you shouldn’t do that to the hundreds place. Who can tell me why you should not do that to the hundreds place.",3,1,0.0,3,1,0.0,3,2.0,0.0,2,1.0,0.5773502691896257,1.0,1.0,2.0,1.3333333333333333,1.0,0.3333333333333333,1.3333333333333333,0.5027898705226932,0.48769418149479743,1.089113015069593,0.5713962120805496,0.5279203545475313,-0.07334194215011751,0.9728333741029584
2461_133,2461,2461_133,"If you plus it with a 9, it will go over 1,000, and you will get a lot of points.","Student M, do you want to add to that?  Correct me if I’m wrong, but you’re saying if you have a combination of 10 for the hundreds place, you have numbers in the tens and the ones place and then you’ll be two far from 1,000.  Is that what you’re saying, Student J?",4,1,0.0,4,1,0.0,3,2.0,0.5,3,2.0,0.5,1.0,1.0,1.75,1.75,1.0,0.75,1.75,0.4649277947738427,0.44512037046849723,0.8057206564158041,1.0319017755501598,0.4908411274732114,0.9510546682920503,1.4106167397285312
2461_143,2461,2461_143,"The tens place, find a number that makes 9.",Why?,3,1,0.0,3,1,0.0,2,2.0,0.5773502691896257,3,2.0,0.0,1.0,1.0,1.6666666666666667,2.0,1.0,1.0,2.0,0.4052503484264381,0.38155682652563166,0.8453383222256264,1.4722013129845444,0.4311898099223013,1.3803260941619537,1.7760138695284458
2461_153,2461,2461_153,"If you have a combination of 9, like 990, you just need 10 more.","So if you do a combination of 9, then you have 990 something, but you still have room here.  So 990 something?  Right now you’re only 10 away from 1,000.  So then now you have – you’re controlling your numbers, however big and however small you want.  Here he said if you can do a combination of 10 for the ones place, then it would be perfect, because now, for example, I have 7 and 3.  Now I have exactly 1,000.  Does that make sense?",3,1,0.0,3,1,0.0,3,2.0,0.0,3,1.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.4905355995898442,0.47801029241814535,1.088135253344666,0.12581703727324237,0.5101733610173832,-0.8084601757090565,0.4890151400434422
2461_159,2461,2461_159,Do we return it to you?,You don’t have to.  I trust you.  I’ll give you another sheet.,4,0,0.0,4,0,0.0,1,,,1,,,0.0,0.0,,,0.0,,0.0,-2.1718420691542604,-2.2764501650285354,,,-2.111838445247373,,-0.909496604203499
2461_161,2461,2461_161,Do we just play one game?,Two games.  That’s so sad.  Thank you boys and girls.  Good job today.,2,0,0.5773502691896258,2,0,0.5773502691896258,1,,,1,,,0.3333333333333333,0.3333333333333333,2.0,0.0,0.3333333333333333,,0.0,-1.2179199384392365,-1.2016202195674999,0.6859602184407099,-1.3253071258608065,-1.1376709126254665,,-0.9046755792423685
2461_28,2461,2461_28,What if you get a wild card?  What is a wild card’s number?,"You make it whatever you want, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9. Does that make sense?",3,1,0.0,3,1,0.0,2,1.0,0.5773502691896257,2,1.0,0.5773502691896257,1.0,1.0,1.3333333333333333,1.3333333333333333,1.0,0.3333333333333333,1.3333333333333333,0.5448170903549806,0.5351800288506142,0.13479114325737448,0.537413805657231,0.5820135181186522,0.022328867820655462,0.972302084599029
2461_42,2461,2461_42,Can I do it like this?,"You can do whatever you like.  You need a three digit, so you need two more cards.  Think about the ones you have.  You have wild cards.  You had 999, and you said you needed 1. Why did you say 1 so quickly?",3,1,0.0,3,1,0.0,3,2.0,0.0,3,2.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,0.48126031135700736,0.467806165536435,0.9510569432797448,1.2572717328997915,0.49904203424625254,1.0770702316953187,1.5872434047370445
2461_44,2461,2461_44,"Because 999 plus 1 equals 1,000.",Okay.  So we’re going to put the 1 right here in the ones place.  What are you going to put here?,3,1,0.0,3,1,0.0,2,2.0,0.5773502691896257,2,1.0,0.5773502691896257,1.0,1.0,1.6666666666666667,1.3333333333333333,1.0,0.3333333333333333,1.3333333333333333,0.49900816763924527,0.4881936660174182,0.5027630967303285,0.6958501678694388,0.51439882406923,0.03280404630839906,1.0685572911499543
2461_52,2461,2461_52,"Good.  Once I had all eights and all nines.  I got 8, 8, 8, 8, 9, 9, 9, 9.","Did she agree to that, with that?  She’s very kind.  I’ve got it.  How are you guys doing?  You got 1,001?  That’s good. These are the cards that you used?  You did that for yourself? You don’t use the same cards.  Where is the pile that you used already?  Okay.  Sorry.  What did you use? Your score is 99.  You can’t change it.  Next time think about how you’re going to better use your numbers.  Take those six cards out.  You can move them around to do whatever you need to do.  What would you come up with? 1,003.  So can you do it better?  You still have three other digits.  What are you doing?  What is your answer? 1,030.  Can you make it even smaller?  Now what is it?  20. Can you do an even better job?  What should she do differently?  Can you do even better?  Can you do it better?  What is it now?  900.  Can you do even better? Why not?",3,1,0.0,3,1,0.0,2,0.0,1.1547005383792517,1,,,1.0,1.0,0.6666666666666666,1.0,1.0,0.0,0.3333333333333333,0.4542203524492208,0.4294519965827502,-0.8968221373794071,-0.2650053626243775,0.4814227015794528,-1.0702591020190135,-0.5695915948003388
